Date,HarvestedPixelCountRed,HarvestedPixelCountBlue,HarvestedPixelCountGreen,Cloud,
2017-01-01,21878,17921,3523,0
2017-01-11,4443,26511,9419,0
2017-02-10,8010,25048,39424,0
2017-02-20,10962,25032,34229,0
2017-03-02,11987,24444,30992,0
2017-03-12,14992,22262,40745,0
2017-04-01,21596,57571,702,0
2017-04-11,19140,60397,592,0
2017-05-01,12755,28427,371,0
2017-05-11,22476,76838,1195,0
2017-05-21,9484,12294,228,0
2017-05-31,13025,16313,86,0
2017-06-20,17642,58627,2970,0
2017-07-10,11812,27710,1254,0
2017-07-20,33305,39877,9610,0
2017-07-30,40963,26053,1562,0
2017-08-09,56837,30314,3955,0
2017-08-19,66582,23841,4305,0
2017-09-08,70097,14333,578,0
2017-09-18,53071,6224,38,0
2017-09-28,50024,3810,0,0
2017-10-08,48606,5613,26,0
2017-10-28,30937,28167,1643,0
2017-11-07,21700,44917,2966,0
2017-11-17,13157,33642,3640,0
2017-11-27,8083,31790,14863,0
2017-12-07,5531,35801,29127,0
2017-12-17,4976,31891,34415,0
2017-12-27,7091,29042,32757,0
2018-01-06,7514,31710,15393,0
2018-01-26,6272,26698,16240,0
2018-02-15,3243,15842,5644,0
2018-03-17,2669,26341,42658,0
2018-04-16,1071,38120,14212,0
2018-04-26,4290,18107,65378,0
2018-05-06,10769,15924,20771,0
2018-05-26,9575,10590,739,0
2018-06-05,16323,32676,35231,0
2018-06-15,16164,42240,22758,0
2018-06-25,9937,13771,175,0
2018-07-05,26840,41871,9885,0
2018-07-15,43390,34001,13234,0
2018-07-25,46617,32910,10414,0
2018-08-04,53968,22208,2058,0
2018-08-14,67013,25424,59,0
2018-08-24,75838,19024,66,0
2018-09-03,83823,13763,76,0
2018-09-13,73199,6061,3,0
2018-10-03,71743,2720,1,0
2018-10-23,46986,630,0,0
2018-11-02,43617,10575,47,0
2018-11-12,30743,15185,1263,0
2018-11-22,27525,16143,312,0
2018-12-02,24607,11463,0,0
2019-01-01,21890,11062,0,0
2019-01-21,2233,22358,22222,0
2019-02-20,8479,40105,33118,0
2019-03-02,7120,26761,43833,0
2019-03-12,5761,27345,53356,0
2019-04-11,9813,16847,26105,0
2019-04-21,5813,4169,62,0
2019-05-01,3649,44473,19213,0
2019-05-11,3884,17863,60760,0
2019-05-21,1808,40293,8658,0
2019-06-10,2676,32971,2486,0
2019-06-20,8141,30856,42204,0
2019-06-30,12101,27364,42990,0
2019-07-20,17052,33115,25881,0
2019-07-30,11497,22947,4273,0
2019-08-09,26799,29165,26665,0
